t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,label
1,0.3398730457,0,0.02250432782,0.1200230792,0.1892671734,0.2060011476,0.2123485357,0.2036930174,0.2152336985,0.2296595573,0.2371609956,0.2388920933,0.231390655,0.2429313362,0.2463935316,0.2567801476,0.2360069305,0.2463935316,0.2533179522,0.266589731,0.2960184515,0.2965955138,0.3260242343,0.3364108503,0.3698788285,0.4016157091,0.4177726507,0.4552798569,0.4633583426,0.4899019003,0.5118291974,0.481246382,0.451240629,0.4437391758,0.4068090022,0.3837276399,0.3450663686,0.3127524555,0.2948643863,0.2902481258,0.297749579,0.2960184515,0.256203115,0.2654356658,0.2821696401,0.2481246442,0.2810155749,0.2654356658,0.2919792235,0.2787074447,0.2942873538,0.2815926075,0.2700519264,0.2810155749,0.2885170281,0.2867859304,0.2965955138,0.2810155749,0.3000577092,0.2862088978,0.2827466726,0.2827466726,0.2815926075,0.2763993144,0.2642816007,0.2862088978,0.2631275356,0.2677437961,0.2931332886,0.2544720173,0.2740911841,0.2729370892,0.2937103212,0.2596653104,0.2758222818,0.3416041434,0.3398730457,0.3762261868,0.4079630673,0.3710328937,0.3658395708,0.3837276399,0.3369878829,0.2914021909,0.2867859304,0.3052510023,0.2452394664,0.2550490499,0.2371609956,0.241777271,0.231390655,0.2308136225,0.2423543036,0.2394691259,0.245816499,0.2383150607,0.1650317311,0.2048470825,0.3658395708,0.6405078173,0.7922677398,0.9815348983,0.3392960131,0.008078476414,0.0657818839,0.1529140174,0.221004039,0.2388920933,0.2336987853,0.2550490499,0.2452394664,0.2533179522,0.2556260824,0.2648586333,0.252163887,0.2637045681,0.2504327893,0.2637045681,0.2735141516,0.2810155749,0.2867859304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9808411002,0.6289719343,0.08224298805,0.01728972048,0,0.08224298805,0.1378504634,0.1495327055,0.1523364484,0.1504672915,0.1537383199,0.1584112197,0.1668224335,0.1700934619,0.1691588759,0.1738317758,0.1733644903,0.1831775755,0.1892523319,0.2051401883,0.2004672885,0.2102803737,0.2289719582,0.2331775725,0.2453271002,0.2495327145,0.2598130703,0.2869158983,0.3121495247,0.3359813094,0.3658878505,0.396261692,0.4228971899,0.447196275,0.4785046875,0.5060747862,0.5149532557,0.5158878565,0.4967289865,0.4649532735,0.4205607474,0.3696261644,0.3158878386,0.2728971839,0.2359813154,0.2018691599,0.1822429895,0.1799065471,0.1658878475,0.1588785052,0.1682243049,0.1649532765,0.1584112197,0.1565420628,0.1626168191,0.1644859761,0.1714953333,0.1696261615,0.1719626188,0.1724299043,0.1766355187,0.1766355187,0.1775700897,0.1859813035,0.1831775755,0.1780373901,0.1714953333,0.1593457907,0.1668224335,0.1532710344,0.1570093483,0.1602803767,0.1528037339,0.1467289776,0.1443925202,0.1397196203,0.1406542063,0.1387850493,0.1378504634,0.1322429925,0.1285046786,0.1261682212,0.1205607504,0.1271028072,0.131775707,0.1373831779,0.134579435,0.131775707,0.1350467354,0.1331775635,0.1397196203,0.1373831779,0.1415887922,0.1397196203,0.1457943916,0.1420560777,0.1439252347,0.150000006,0.1415887922,0.1383177638,0.1383177638,0.1397196203,0.1621495336,0.1897196323,0.2168224305,0.2266355157,0.2425233573,0.2607476711,0.2471962571,0.2107476592,0.1967289746,0.1803738326,0.1565420628,0.1387850493,0.1341121495,0.1401869208,0.1434579492,0.1341121495,0.1392523348,0.1495327055,0.1579439193,0.1537383199,0.1299065351,0.07523364574,0.2130841166,0.6289719343,1,0.8121495247,0.2350467294,0.100467287,0.04252336547,0.06448598206,0.1556074768,0.183644861,0.1906542033,0.1943925172,0.1967289746,0.1957943887,0.1967289746,0.2014018744,0.2088785022,0.2032710314,0.2056074739,0.2135514021,0.2214953303,0.215420559,0.2280373871,0.2397196293,0.2462616861,0.2621495426,0.2705607414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.590367198,0.2107772976,0,0.02432045713,0.103958033,0.1573676616,0.1778731495,0.1850262284,0.187410593,0.1936099231,0.1826418638,0.2036242187,0.2045779675,0.2155460119,0.2217453569,0.2188841254,0.2184072435,0.2265140712,0.2346208841,0.2422508299,0.2432045788,0.2522651553,0.2656175494,0.2784930766,0.2880305052,0.3051978946,0.3242727816,0.3390558064,0.3576537967,0.3681449592,0.3867429793,0.3896042109,0.3853123486,0.3714830577,0.3433476388,0.3137815893,0.2880305052,0.2675250471,0.2584644854,0.2498807758,0.2455889434,0.241297096,0.2350977659,0.2269909382,0.2312827855,0.227944687,0.2360514998,0.2308059186,0.2327134013,0.227944687,0.2317596525,0.2317596525,0.2312827855,0.228421554,0.2265140712,0.2384358644,0.2327134013,0.241773963,0.2427277118,0.241773963,0.2422508299,0.2408202142,0.2346208841,0.2317596525,0.228421554,0.2336671501,0.2393895984,0.2632331848,0.2780162096,0.2694325149,0.3047210276,0.2813543081,0.2875536382,0.2808774412,0.2503576577,0.2308059186,0.2212684751,0.2002861202,0.1950405389,0.1940867901,0.1917024255,0.1893180758,0.1840724796,0.1645207405,0.1540295631,0.3729136884,0.6819265485,0.9761564136,0.4845016599,0.1444921345,0.003338102018,0.03814973682,0.1244635209,0.1530758291,0.1697663367,0.1788268983,0.1864568442,0.1902718097,0.200763002,0.2045779675,0.1959942728,0.2036242187,0.2041011006,0.2050548345,0.2064854503,0.2083929479,0.2212684751,0.227944687,0.2370052487,0.2393895984,0.2513113916,0.2618025839,0.2784930766,0.295183599,0.3085359931,0.3285646141,0.3428707719,0.3543156981,0.3633762598,0.3690987229,0.3628993928,0.3404864073,0.3099666238,0.2851693034,0.2675250471,0.2470195591,0.2350977659,0.2288984209,0.2198378593,0.2141153961,0.2131616622,0.2179303765,0.2112541795,0.2203147411,0.2226990908,0.2174535096,0.2198378593,0.215069145,0.2155460119,0.2226990908,0.2231759727,0.2260371894,0.2389127314,0.2384358644,0.2408202142,0.2355746329,0.2308059186,0.2236528397,0.2222222239,0.2288984209,0.2298521698,0.227944687,0.2331902683,0.2336671501,0.2451120615,0.2632331848,0.2804005742,0.2865999043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3794466257,0,0.03913043439,0.03675889224,0.08379446715,0.114229247,0.1221343875,0.1292490065,0.1280632466,0.1288537532,0.1335968375,0.1355731189,0.1403162032,0.1403162032,0.1403162032,0.1462450624,0.1462450624,0.1525691748,0.1581027657,0.1608695686,0.1731225252,0.1770751029,0.1802371591,0.1897233129,0.2003952563,0.2098814249,0.2201581001,0.2355731279,0.2438735217,0.2517786622,0.2624506056,0.2667984068,0.2774703503,0.2719367445,0.2691699564,0.2608695626,0.2498023659,0.2375494093,0.2197628468,0.2035573125,0.1877470315,0.1794466376,0.1703557372,0.1664031595,0.158498019,0.1553359628,0.1549407095,0.1517786533,0.1490118504,0.1509881467,0.1521739066,0.1517786533,0.1517786533,0.1509881467,0.1553359628,0.1632411033,0.16284585,0.1652173847,0.1707509905,0.1719367653,0.169960469,0.1703557372,0.1711462438,0.169960469,0.1695652157,0.1612648219,0.1608695686,0.1604743153,0.1565217376,0.1537549347,0.1501976252,0.1490118504,0.147035569,0.1434782594,0.1426877528,0.1466403157,0.1411067247,0.1407114565,0.1407114565,0.1411067247,0.1391304284,0.1387351751,0.1359683722,0.1363636404,0.1347826123,0.1474308372,0.1675889343,0.1980237216,0.1996047497,0.1948616654,0.1932806373,0.2118577063,0.2047430873,0.1877470315,0.1830039471,0.1944663972,0.1462450624,0.1260869503,0.1138339937,0.1154150218,0.107905142,0.1051383391,0.1043478251,0.1027667969,0.1027667969,0.1027667969,0.103557311,0.1019762829,0.1007905155,0.07905138284,0.1173913032,0.1920948625,0.4845849872,0.8762845993,0.9656126499,0.1731225252,0.007905138656,0.04387351871,0.04624506086,0.1015810296,0.1130434796,0.1181818172,0.1177865639,0.118577078,0.1201581061,0.1249011829,0.1260869503,0.1284584999,0.1328063309,0.1347826123,0.1387351751,0.1391304284,0.1430830061,0.1494071186,0.1545454562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9982509613,0.8062964678,0.4766069055,0.2186270207,0,0.1399212927,0.2295583785,0.3021425307,0.3012680411,0.3082641065,0.328815043,0.3200699687,0.3314385712,0.3235679865,0.3353738487,0.3598600924,0.3213817179,0.345430702,0.3585483134,0.3537385166,0.3651071191,0.3524267673,0.3646698594,0.3511149883,0.3585483134,0.3707914352,0.3598600924,0.3821600378,0.4088325202,0.4092697799,0.4136423171,0.3769129813,0.3764757216,0.3388718963,0.3323130608,0.3314385712,0.3082641065,0.3200699687,0.3069523275,0.3126366436,0.3292523026,0.3130739033,0.3296895623,0.3148229122,0.3248797655,0.3336248398,0.3301267922,0.3642326295,0.3926541209,0.4044599831,0.4481853843,0.4626147747,0.4529951811,0.4801049531,0.4678618312,0.4516834319,0.4180148542,0.3799737692,0.3305640519,0.3043288291,0.3069523275,0.2855269015,0.2986445129,0.2776563168,0.2754700482,0.2890249193,0.274158299,0.2763445675,0.2479230464,0.2907739282,0.4446873665,0.8578924537,1,0.5688675046,0.3419326544,0.03498032317,0.1018801928,0.2282466143,0.286401391,0.2960209846,0.31832093,0.3065150976,0.3353738487,0.3257542551,0.3292523026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3495679498,0.03024351969,0.02435192466,0.01060487051,0.05538098887,0.07737627625,0.08798114955,0.08994501084,0.08876669407,0.08955223858,0.09819324315,0.09662215412,0.1013354287,0.1013354287,0.1056559309,0.10722702,0.1091908887,0.1127258465,0.1162608042,0.1178318933,0.1245090365,0.1307934076,0.1402199566,0.1453260034,0.1571091861,0.1692851484,0.1779261529,0.185781613,0.1999214441,0.2065985799,0.2179889977,0.2262372375,0.2305577397,0.2309505045,0.2305577397,0.2227022797,0.2132757306,0.1991358995,0.1830322146,0.1692851484,0.1516103745,0.1386488676,0.1264729053,0.1233307123,0.1154752523,0.117439121,0.1154752523,0.1131186187,0.1131186187,0.111940302,0.1127258465,0.1142969355,0.1107619777,0.11115475,0.1154752523,0.1178318933,0.11901021,0.1209740788,0.1229379401,0.1280439943,0.1276512146,0.1256873459,0.1276512146,0.1249018088,0.1233307123,0.1170463488,0.11508248,0.111940302,0.1091908887,0.113511391,0.1103692055,0.1048703864,0.1044776142,0.1009426564,0.1048703864,0.1044776142,0.1013354287,0.09740769863,0.09662215412,0.09819324315,0.1021209732,0.09976433963,0.1013354287,0.1001571119,0.09740769863,0.0985860154,0.09976433963,0.09505105764,0.1115475222,0.1304006279,0.1578947306,0.1649646461,0.1630007923,0.1516103745,0.1806755662,0.1700706929,0.1575019658,0.1551453322,0.1547525525,0.1084053442,0.08994501084,0.07855459303,0.08091123402,0.07541241497,0.07266300172,0.06912804395,0.06952081621,0.07227022946,0.07227022946,0.07227022946,0.07069913298,0.06755695492,0.04359779879,0.08641005307,0.1578947306,0.4293008745,0.8146111369,0.9241948128,0.1720345616,0,0.02042419463,0.002749410924,0.05734485388,0.07305577397,0.08248232305,0.08051846176,0.08248232305,0.08994501084,0.08994501084,0.08994501084,0.09308719635,0.09780047089,0.09544382989,0.1029065177,0.1099764332,0.1131186187,0.1182246655,0.1249018088,0.1307934076,0.1347211301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9672180414,0.6544361115,0.1834586412,0.02195488662,0,0.06406015158,0.1127819568,0.1545864642,0.1777443588,0.1921804547,0.1954887211,0.2012030035,0.2090225518,0.2126315832,0.2183458656,0.2219548821,0.2279699296,0.2375939786,0.2399999946,0.2496240586,0.260451138,0.2685714364,0.2803007662,0.2956390977,0.3187969923,0.3416541219,0.3624060154,0.3864661753,0.4108270705,0.4330826998,0.4514285624,0.4616541266,0.4685714245,0.4511278272,0.4195488691,0.3726315796,0.3329323232,0.2929323316,0.2643609047,0.2514285743,0.2424060106,0.2393984944,0.2300751805,0.2258646637,0.2255639136,0.2252631634,0.2294736803,0.2279699296,0.2258646637,0.2210526317,0.2243608981,0.2282706797,0.2324811965,0.2309774458,0.233684212,0.2285714298,0.2225563973,0.2195488662,0.2228571475,0.2219548821,0.2204511315,0.2201503813,0.2180451155,0.2105263174,0.2099248171,0.2075188011,0.2051127851,0.2084210515,0.202406019,0.2042105198,0.2015037537,0.1978947371,0.1948872209,0.192781955,0.1912781894,0.1870676726,0.187969923,0.1885714233,0.1882706732,0.1912781894,0.1993985027,0.2105263174,0.2231578976,0.2252631634,0.2354887277,0.2297744304,0.231278196,0.2439097762,0.2463157922,0.2057142854,0.2030075192,0.1840601563,0.1792481244,0.166315794,0.16872181,0.171127826,0.1642105281,0.1599999964,0.1642105281,0.1473684162,0.07037594169,0.1909774393,0.3377443552,0.7359398603,1,0.4439097643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.985409677,0.6986532211,0.3507295251,0.2003366947,0.1907968521,0.1324354708,0.1492704898,0.1139169484,0.1021324322,0.1038159356,0.08417508751,0.1257014573,0.1144781113,0.1099887788,0.1105499417,0.09876543283,0.1374859661,0.1116722748,0.1212121248,0.1425364763,0.112233445,0.14029181,0.1380471438,0.1470258087,0.1644219905,0.1621773243,0.1919191927,0.1913580298,0.2126823813,0.2413019091,0.2485970855,0.2985409796,0.2962962985,0.314814806,0.3316498399,0.3254770041,0.3529741764,0.3361391723,0.3193041384,0.3080808222,0.255331099,0.2463524193,0.2149270475,0.1879910231,0.1750841737,0.1481481493,0.1672278345,0.1588103324,0.1475869864,0.1543209851,0.1257014573,0.1487093121,0.1217732877,0.1301907897,0.1414141357,0.123456791,0.1632996649,0.1475869864,0.1408529729,0.1498316526,0.123456791,0.1694725007,0.1531986594,0.1588103324,0.1632996649,0.1374859661,0.1599326581,0.1526374817,0.1543209851,0.157126829,0.1363636404,0.1616161615,0.1200897843,0.1184062883,0.1324354708,0.1268237978,0.1526374817,0.1212121248,0.1273849607,0.1318742931,0.117845118,0.1391694695,0.1296296269,0.1296296269,0.1212121248,0.09483726323,0.1111111119,0.09315375984,0.09371493012,0.08193041384,0.08136925101,0.1189674512,0.1088664457,0.1032547727,0.112233445,0.09932659566,0.1172839478,0.09820426255,0.09876543283,0.09932659566,0.09090909362,0.1212121248,0.09427609295,0.07351290435,0.09090909362,0.08361391723,0.1150392815,0.08978675306,0.08810325712,0.1060606092,0.1015712693,0.1728395075,0.1363636404,0.1604938209,0.1694725007,0.1677889973,0.2070707083,0.1818181872,0.1245791242,0.123456791,0.1010100991,0.09371493012,0.06734006852,0.06621773541,0.07351290435,0.05723905563,0.08249158412,0.05555555597,0,0.08361391723,0.3804713786,0.7822670937,1,0.7042648792,0.3406285048,0.1616161615,0.1565656513,0.09034792334,0.08810325712,0.07912457734,0.07070706785,0.1043771058,0.07575757802,0.08136925101,0.09090909362,0.07631874084,0.09147025645,0.07407407463,0.09203142673,0.1156004518,0.1049382687,0.1184062883,0.1015712693,0.1043771058,0.1262626201,0.1352412999,0.1543209851,0.1419753134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9372631311,0.7431579232,0.3440000117,0.1389473677,0,0.07031579316,0.1536842138,0.161263153,0.1536842138,0.1536842138,0.1524210572,0.1473684162,0.1486315727,0.1616842151,0.1722105294,0.183157891,0.1856842041,0.192842111,0.2004210502,0.200000003,0.2012631595,0.2012631595,0.2088420987,0.2252631634,0.2324210554,0.2454736829,0.2618947327,0.2850526273,0.3061052561,0.3246315718,0.3440000117,0.3600000143,0.3726315796,0.3751578927,0.3743157983,0.3621052504,0.3414736986,0.3132631481,0.2804210484,0.2404210567,0.2160000056,0.1924210489,0.1701052636,0.1658947319,0.1616842151,0.1738947332,0.1722105294,0.1717894673,0.1726315767,0.1713684201,0.1642105281,0.1675789505,0.1625263095,0.1650526375,0.1722105294,0.1751578897,0.1764210463,0.166315794,0.1688421071,0.1688421071,0.1667368412,0.1667368412,0.1650526375,0.1738947332,0.1625263095,0.1625263095,0.1650526375,0.1570526361,0.1621052623,0.1621052623,0.1679999977,0.1633684188,0.1616842151,0.1578947306,0.1528421044,0.1553684175,0.1650526375,0.166315794,0.1608421057,0.1701052636,0.1671578884,0.1696842164,0.1692631543,0.1717894673,0.1701052636,0.1726315767,0.1713684201,0.1743157953,0.1679999977,0.1553684175,0.1633684188,0.159157902,0.1599999964,0.1578947306,0.1688421071,0.1827368438,0.2105263174,0.2160000056,0.2101052701,0.258105278,0.2610526383,0.2618947327,0.2694736719,0.2383157909,0.2202105224,0.2252631634,0.1856842041,0.1435789466,0.1254736781,0.1368421018,0.1414736807,0.1364210546,0.1444210559,0.1439999938,0.1010526344,0.1536842138,0.4092631638,0.8362105489,1,0.7818947434,0.4042105377,0.1932631582,0.01978947408,0.05389473587,0.130105257,0.1465263218,0.1511579007,0.1595789492,0.1797894686,0.1898947358,0.1983157843,0.2012631595,0.1962105334,0.1957894713,0.2016842067,0.2101052701,0.2105263174,0.2164210528,0.2227368355,0.2374736816,0.2479999959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.9746760726,0.5600706935,0.1313309819,0.07773851603,0.285041213,0.384570092,0.4411071837,0.4729093015,0.4711425304,0.4864546657,0.4870435894,0.4976442754,0.4994110763,0.5029446483,0.5035335422,0.5011778474,0.4988221526,0.491166085,0.4994110763,0.496466428,0.5005889535,0.4905771613,0.5094228387,0.5005889535,0.5100117922,0.5111896396,0.5182567835,0.52414608,0.5253239274,0.5323910713,0.5247349739,0.5388692617,0.5482921004,0.5394582152,0.5512367487,0.5577149391,0.5547702909,0.5689045787,0.5700824261,0.5795053244,0.5795053244,0.5653710365,0.5565370917,0.5294464231,0.5047114491,0.4858657122,0.4734982252,0.4634864628,0.4505300224,0.4381625354,0.4393404126,0.4399293363,0.4375736117,0.4305064678,0.4375736117,0.454652518,0.4564193189,0.4522968233,0.4570082426,0.4623085856,0.4558303952,0.4587750435,0.452885747,0.454652518,0.4522968233,0.4411071837,0.4375736117,0.4375736117,0.4305064678,0.4257950485,0.4151943326,0.4146054089,0.4122497141,0.4122497141,0.4104829133,0.4016489983,0.4051825702,0.4028268456,0.3963486552,0.3945818543,0.3928150833,0.3904593587,0.3857479393,0.3857479393,0.3939929307,0.3916372061,0.3916372061,0.3786807954,0.3804475963,0.3833922148,0.3798586428,0.3757361472,0.3680800796,0.3804475963,0.3875147104,0.3798586428,0.3798586428,0.3786807954,0.3710247278,0.3769140244,0.3798586428,0.3710247278,0.3739693761,0.3804475963,0.4122497141,0.4299175441,0.4269728959,0.431684345,0.4069493413,0.3992932737,0.39870435,0.3857479393,0.3904593587,0.3751472235,0.3757361472,0.3627797365,0.3433451056,0.3421672583,0.3439340293,0.3409894109,0.3345111907,0.342756182,0.3333333433,0.3409894109,0.3409894109,0.3333333433,0.3074204922,0.4246172011,0.7108362913,0.9411072135,0.904004693,0.4322732687,0.01236749161,0,0.1996466368,0.2873969376,0.3545347452,0.3704358041,0.3816254437,0.3851590157,0.3886925876,0.4051825702,0.4069493413,0.4169611335,0.4163722098,0.4193168581,0.4252061248,0.4234393537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8793905973,0.3410918415,0.1404993683,0.1104528159,0.1663140059,0.1972069442,0.1853576005,0.1925518364,0.1904358864,0.1967837512,0.1972069442,0.2010156512,0.210749045,0.210749045,0.2196360528,0.2242911607,0.2234447747,0.2221751958,0.2475666553,0.2416419834,0.2602623701,0.267033428,0.2729580998,0.2793059647,0.2991959453,0.3080829382,0.3241642118,0.3491324484,0.372407943,0.3906051517,0.4138806462,0.4303851128,0.4384257197,0.4684722722,0.4680490792,0.4642403722,0.4595852792,0.4286923409,0.3851036727,0.3250105679,0.2987727523,0.266187042,0.2441811264,0.2238679677,0.2204824388,0.2073635161,0.2014388442,0.2052475661,0.1976301372,0.2010156512,0.209056288,0.1997460872,0.1955141723,0.2154041529,0.2204824388,0.209056288,0.2179432958,0.2039779872,0.208633095,0.211595431,0.206517145,0.2069403231,0.2052475661,0.208633095,0.1921286434,0.1942446083,0.209056288,0.2044011801,0.1819720715,0.1853576005,0.1917054653,0.1946678013,0.1862039715,0.1929750293,0.1933982223,0.1807024926,0.1845112145,0.1878967434,0.1866271645,0.1819720715,0.1815488786,0.1836648285,0.1845112145,0.1760473996,0.1781633496,0.1701227278,0.1688531488,0.1849344075,0.1866271645,0.1794329286,0.1988997012,0.2289462537,0.262378335,0.2733812928,0.2814219296,0.2543376982,0.2809987366,0.2822683156,0.2721117139,0.2526449561,0.208633095,0.1705459207,0.1417689323,0.1383834183,0.1333051175,0.1515023261,0.1409225613,0.1341515034,0.1383834183,0.1366906464,0.1134151518,0.03427845985,0,0.1455776542,0.516716063,0.7702073455,0.9822259545,0.8332628012,0.3300888836,0.1510791332,0.1244181097,0.1680067778,0.2060939521,0.1938214153,0.1946678013,0.1959373653,0.1976301372,0.2005924731,0.2192128599,0.2166737169,0.2183664888,0.2217520028,0.2217520028,0.2391028404,0.2378332615,0.2424883693,0.2522217631,0.258146435,0.2704189718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.7214150429,0.2463676631,0.05685407296,0.009475679137,0.2072015107,0.2615287304,0.2899557948,0.3196462393,0.3228048086,0.3228048086,0.3392293155,0.326595068,0.3322804868,0.3385975957,0.3461781442,0.3651295006,0.3752368987,0.3847125769,0.3897662759,0.4150347412,0.4409349263,0.4718888104,0.500315845,0.5369551778,0.5767530203,0.5925458074,0.6165508628,0.6152874231,0.6165508628,0.5906506777,0.5420088172,0.489576757,0.4409349263,0.3891345561,0.3360707462,0.3158559799,0.3095388412,0.3114340007,0.2937460542,0.2924826145,0.2836386561,0.2678458691,0.2773215473,0.2691092789,0.279216677,0.2558433414,0.2773215473,0.2836386561,0.2760581076,0.279216677,0.2962729037,0.2849020958,0.2867972255,0.2855337858,0.2823752463,0.2867972255,0.2969046235,0.2849020958,0.2867972255,0.2798483968,0.289324075,0.2653190196,0.2665824294,0.2608970404,0.2552116215,0.2571067512,0.252684772,0.2634238899,0.3070119917,0.3329122066,0.3442830145,0.36891976,0.3916614056,0.3922931254,0.3992419541,0.36828807,0.3385975957,0.3063803017,0.2703727186,0.2349968404,0.2419456691,0.2413139641,0.2425773889,0.2394188195,0.2406822443,0.23689197,0.2261528671,0.3284901977,0.3783954382,0.4914718866,0.8205938339,0.9469361901,0.5236892104,0.1610865444,0.001263423823,0,0.1781427711,0.2135186344,0.2293114364,0.2634238899,0.2747946978,0.2779532671,0.294377774,0.294377774,0.3126974106,0.3297536373,0.3177511096,0.3379658759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.585719943,0.3749005497,0.1891408116,0.1893396974,0.2072394639,0.2096260935,0.2016706467,0.2062450349,0.2076372355,0.2090294361,0.2124104947,0.2110182941,0.2185759693,0.222752586,0.223747015,0.2297136039,0.2319013476,0.2436356395,0.2494033426,0.257756561,0.2692919672,0.2758552134,0.290771693,0.3048925996,0.3178202212,0.3341288865,0.3426809907,0.3603818715,0.3717183769,0.3762927651,0.3782816231,0.368735075,0.3546141684,0.3309466839,0.3021081984,0.2780429721,0.2543754876,0.2440334111,0.2364757359,0.230509147,0.2275258601,0.2181781977,0.224741444,0.2211614996,0.2199681848,0.219769299,0.2126093805,0.2171837687,0.2179793119,0.216984883,0.2163882256,0.214001596,0.220763728,0.2191726267,0.2189737409,0.2193715125,0.214001596,0.2189737409,0.2179793119,0.2165871114,0.2128082663,0.2048528194,0.2100238651,0.2096260935,0.2078361213,0.2090294361,0.2138027102,0.231503576,0.2400556952,0.2416467816,0.2446300685,0.2541766167,0.2537788451,0.2641209364,0.2505966723,0.2311058044,0.2004773319,0.1982895732,0.1919252127,0.1873508394,0.1805887073,0.1738265753,0.1778042912,0.1770087481,0.1746221185,0.1756165475,0.1698488444,0.1690533012,0.110381864,0,0.1656722426,0.3931981027,0.8090692163,0.9604216218,0.5572792292,0.3538186252,0.178003177,0.1992840022,0.2108194083,0.2056483626,0.2010739893,0.1941129714,0.1996817887,0.2024661899,0.2056483626,0.2068416923,0.2026650757,0.2138027102,0.2151949108,0.2175815403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
